Country name,Regional indicator,year,Ladder score,worked hour,Total,Male,Female,GDP,GDP Growth (%),Gender wage gap
Portugal,Western Europe,2017,5.195000172,1727,68.30885,71.58123,65.24921,2.1E+11,3.314720782,
Portugal,Western Europe,2018,5.41,1738,69.57001,72.72128,66.61544,2.16E+11,2.946282416,11.66500499
Portugal,Western Europe,2019,5.693,1744,70.21665,73.35728,67.28413,2.22E+11,2.745684716,12.01170032
Portugal,Western Europe,2020,5.910900116,1611,69.65241,71.9652,64.005,2.04E+11,-8.204632063,6.670845272
Portugal,Western Europe,2021,5.928999901,1649,68.13337,73.08173,67.10689,2.15E+11,5.558757523,9.615384615
Portugal,Western Europe,2022,6.016300201,1635,71.29549,73.77175,68.78197,2.3E+11,6.985841938,9.6069869
Portugal,Western Europe,2023,5.967999935,1631,71.82906,74.8322,70.1336,2.36E+11,2.526281108,10.05610151
Slovak Rep.,Central and Eastern Europe,2015,5.995,1754,64.7396,69.79576,60.09438,89178548710,5.17687951,13.37662489
Slovak Rep.,Central and Eastern Europe,2016,6.078,1740,66.98424,71.286,62.68893,90915585450,1.947819026,13.89918214
Slovak Rep.,Central and Eastern Europe,2017,6.09800005,1714,68.27409,71.81115,64.7906,93529165110,2.874732255,15.04004233
Slovak Rep.,Central and Eastern Europe,2018,6.173,1704,69.80528,73.81022,65.55681,97328432380,4.06212037,15.66208013
Slovak Rep.,Central and Eastern Europe,2019,6.198,1692,70.44291,73.78229,66.83575,99543529380,2.275899182,13.86984995
Slovak Rep.,Central and Eastern Europe,2020,6.280600071,1572,69.11129,72.81216,65.67661,96969818950,-2.585512529,11.01446782
Slovak Rep.,Central and Eastern Europe,2021,6.330900192,1583,69.05221,74.34456,65.48698,1.03E+11,5.72698854,11.70037136
Slovak Rep.,Central and Eastern Europe,2022,6.390699863,1622,71.42759,74.98701,67.47844,1.03E+11,0.449673875,13.80819465
Slovak Rep.,Central and Eastern Europe,2023,6.468599796,1631,71.94624,76.53414,68.63446,1.04E+11,1.378337272,11.76040833
Slovenia,Central and Eastern Europe,2015,5.848,1687,65.37949,69.21818,61.2889,42709468270,2.393308724,
Slovenia,Central and Eastern Europe,2016,5.768,1652,65.28672,68.3952,62.02378,44005450330,3.034413954,
Slovenia,Central and Eastern Europe,2017,5.757999897,1622,69.2854,72.21873,66.18094,46282470350,5.17440454,
Slovenia,Central and Eastern Europe,2018,5.948,1603,70.99657,74.18477,67.58276,48309217550,4.379081716,8.194536975
Slovenia,Central and Eastern Europe,2019,6.118,1601,71.09039,73.61954,68.33546,50002577210,3.505251668,9.494640123
Slovenia,Central and Eastern Europe,2020,6.363399982,1532,69.37886,72.08136,66.44867,47959972850,-4.084998153,8.426898467
Slovenia,Central and Eastern Europe,2021,6.460700035,1593,71.68494,74.80597,68.31157,51983646870,8.389650321,8.868008451
Slovenia,Central and Eastern Europe,2022,6.630099773,1610,73.01417,76.00938,69.75636,53386808990,2.699237557,7.920792079
Slovenia,Central and Eastern Europe,2023,6.64989996,1616,72.91627,75.37746,70.21083,54514654360,2.112591843,9.178213831
Spain,Western Europe,2015,6.329,1694.2,56.99921,63.18058,52.74573,1.21E+12,4.060866697,
Spain,Western Europe,2016,6.361,1701.5,59.05664,64.86621,54.5192,1.24E+12,2.915156028,
Spain,Western Europe,2017,6.402999878,1692.4,60.43689,66.8614,55.78647,1.28E+12,2.896042081,
Spain,Western Europe,2018,6.31,1697.6,61.72195,68.14787,57.0131,1.31E+12,2.395411204,8.621607238
Spain,Western Europe,2019,6.354,1677.5,63.00417,68.58813,57.95883,1.33E+12,1.961178532,12.8665985
Spain,Western Europe,2020,6.400899887,1557.8,59.33884,68.05482,54.0432,1.19E+12,-10.94007066,8.092485549
Spain,Western Europe,2021,6.490699768,1633,62.36332,66.23281,57.41967,1.27E+12,6.683144185,3.716823246
Spain,Western Europe,2022,6.476299763,1652.2,64.39708,68.9411,59.29983,1.35E+12,6.179312226,5.707317073
Spain,Western Europe,2023,6.436200142,1632.3,65.39603,69.22561,60.48394,1.38E+12,2.675663493,6.200945951
Sweden,Western Europe,2015,7.364,1465,75.35756,76.38591,73.61509,5.02E+11,4.410140676,8.333333333
Sweden,Western Europe,2016,7.291,1478,75.80502,77.10467,73.87751,5.13E+11,2.349740804,8.16993464
Sweden,Western Europe,2017,7.28399992,1466,76.38529,77.72754,74.67766,5.23E+11,1.825156015,7.348242812
Sweden,Western Europe,2018,7.314,1465,76.72662,78.29617,75.12091,5.33E+11,1.902964588,7.142857143
Sweden,Western Europe,2019,7.343,1453,76.33285,78.24496,74.35812,5.46E+11,2.549647853,7.575757576
Sweden,Western Europe,2020,7.353499889,1426,75.54813,76.38519,71.71453,5.35E+11,-2.005337504,7.418397626
Sweden,Western Europe,2021,7.362699986,1447,74.12341,78.08557,73.36762,5.67E+11,5.937508573,7.246376812
Sweden,Western Europe,2022,7.384300232,1440,76.35196,79.32739,75.16427,5.76E+11,1.459288508,7.042253521
Sweden,Western Europe,2023,7.395199776,1437,77.45321,78.831,76.18246,5.74E+11,-0.310670185,7.297297297
United Kingdom,Western Europe,2015,6.867,1525,73.74454,78.63214,68.98146,2.93E+12,2.222888449,17.10155148
United Kingdom,Western Europe,2016,6.725,1541,74.39095,79.172,69.74352,2.98E+12,1.921710078,16.7965368
United Kingdom,Western Europe,2017,6.714000225,1536,74.92741,79.38068,70.61037,3.06E+12,2.656504893,16.53410053
United Kingdom,Western Europe,2018,7.19,1536,75.41795,79.96957,71.01855,3.11E+12,1.405190266,16.3104242
United Kingdom,Western Europe,2019,7.054,1537,76.00365,80.16853,71.9862,3.16E+12,1.624475159,16.09980928
United Kingdom,Western Europe,2020,7.164500237,1364,74.31362,79.22892,71.77031,2.83E+12,-10.29691887,11.98380567
United Kingdom,Western Europe,2021,7.063600063,1498,75.05193,77.70227,71.88836,3.07E+12,8.575950905,14.16935608
United Kingdom,Western Europe,2022,6.942500114,1531,75.13017,78.34392,71.93703,3.22E+12,4.839085147,13.97833724
United Kingdom,Western Europe,2023,6.795599937,1524,74.8,78.81519,71.74648,3.23E+12,0.339966158,13.25517241
United States,North America and ANZ,2015,7.119,1830,68.68673,74.02953,63.34885,1.83E+13,2.945550455,18.88268156
United States,North America and ANZ,2016,7.104,1822,69.36176,74.6784,64.05323,1.86E+13,1.819451475,18.1420765
United States,North America and ANZ,2017,6.993000031,1820,70.26875,75.10672,65.15891,1.91E+13,2.457622303,18.17215728
United States,North America and ANZ,2018,6.886,1826,70.73598,75.97014,65.65681,1.97E+13,2.966505069,18.91058582
United States,North America and ANZ,2019,6.892,1817,71.46462,76.24315,66.44006,2.02E+13,2.58382533,18.47070507
United States,North America and ANZ,2020,6.939599991,1789,62.39746,67.75359,57.20111,1.97E+13,-2.163029139,17.65249538
United States,North America and ANZ,2021,6.951499939,1813,68.90945,73.75599,64.19242,2.09E+13,6.055052933,16.86417502
United States,North America and ANZ,2022,6.976799965,1804,71.26346,76.08835,66.521,2.14E+13,2.51237532,16.98440208
United States,North America and ANZ,2023,6.893700123,1799,71.95971,76.51293,67.43199,2.21E+13,2.887556009,16.38935108
